1,Tissue,Repository,Voucher Number,NumberSpecimens,Genus/highertaxon,species,,,,modifier,Old_ID,seq'd?,Tissue used up in extraction?,Loc_label,Locality,Locality2,Notes,Tissue,lat,long,depth,depth2,date,collector,preservative,sample number,Collection method
1734,MOLSI_013,USNM,1132589,1,Psolus,dubiosus,,,,,,COI,,Antarctic_Pen,"Antarctic Peninsula, D'Urville Island, north of, (238-238m)",,,,,,,,,,,,
1735,MOLSI_014,USNM,1132590,2,Psolus,sp,,,,,,COI,,Bransfield,"N of Bransfield Island, (227-231m)",,,,,,,,,,,,
1736,MOLSI_015,USNM,1132590,2,Psolus,sp,,,,,,COI,,Bransfield,"N of Bransfield Island, (227-231m)",,,,,,,,,,,,
1737,MOLSI_016,USNM,1132591,1,Psolus,koehleri,,,,,,COI,,Bransfield,"N of Bransfield Island, (227-231m)",,,,,,,,,,,,
1738,MOLSI_017,USNM,1132592,1,Psolus,sp,,,,,,COI,,Antarctic_Pen,"Antarctic Peninsula, D'Urville Island, north of, (238-238m)",,,,,,,,,,,,
1739,MOLSI_018,USNM,1132593,8,Psolus,sp,,,,,,seq_failed,,Antarctic_Pen,"Antarctic Peninsula, D'Urville Island, north of, (238-238m)",,,,,,,,,,,,
1740,MOLSI_019,USNM,1132593,8,Psolus,sp,,,,,,seq_failed,,Antarctic_Pen,"Antarctic Peninsula, D'Urville Island, north of, (238-238m)",,,,,,,,,,,,
1741,MOLSI_020,USNM,1132593,8,Psolus,sp,,,,,,COI,,Antarctic_Pen,"Antarctic Peninsula, D'Urville Island, north of, (238-238m)",,,,,,,,,,,,
1742,MOLSI_021,USNM,1132593,8,Psolus,sp,,,,,,COI,,Antarctic_Pen,"Antarctic Peninsula, D'Urville Island, north of, (238-238m)",,,,,,,,,,,,
1743,MOLSI_022,USNM,1132642,1,Psolus,koehleri,,,,,,COI,,SShetlands,"South Shetland Islands, Bransfield Strait, Deception Island, (460-460m)",,,,,,,,,,,,
1744,MOLSI_023,USNM,1132643,3,Bathyplotes,bongraini,,,,,,COI,,Bransfield_Str,"Bransfield Strait, North of Astrolabe Island, (460-481m)",,,,,,,,,,,,
1745,MOLSI_024,USNM,1132643,3,Bathyplotes,bongraini,,,,,,seq_failed,,Bransfield_Str,"Bransfield Strait, North of Astrolabe Island, (460-481m)",,,,,,,,,,,,
1746,MOLSI_025,USNM,1132643,3,Bathyplotes,bongraini,,,,,,seq_failed,,Bransfield_Str,"Bransfield Strait, North of Astrolabe Island, (460-481m)",,,,,,,,,,,,
1747,MOLSI_026,USNM,1132644,1,Heterocucumis,steineni,,,,,,COI,,Bransfield_Str,"Bransfield Strait, North of Astrolabe Island, (460-481m)",,,,,,,,,,,,
1748,MOLSI_027,USNM,1132645,3,Bathyplotes,bongraini,,,,,,seq_failed,,Bransfield_Str,"Bransfield Strait, North of Astrolabe Island, (460-481m)",,,,,,,,,,,,
1749,MOLSI_028,USNM,1132645,3,Bathyplotes,bongraini,,,,,,seq_failed,,Bransfield_Str,"Bransfield Strait, North of Astrolabe Island, (460-481m)",,,,,,,,,,,,
1750,MOLSI_029,USNM,1132645,3,Bathyplotes,bongraini,,,,,,seq_failed,,Bransfield_Str,"Bransfield Strait, North of Astrolabe Island, (460-481m)",,,,,,,,,,,,
1751,MOLSI_030,USNM,1132646,1,Bathyplotes,bongraini,,,,,,COI,,Antarctic_Pen,"Antarctic Peninsula, D'Urville Island, north of island, (257-257m)",,,,,,,,,,,,
1752,MOLSI_031,USNM,1132649,1,Pseudostichopus,peripatus,,,,,,COI,,Antarctic_Pen,"Antarctic Peninsula, D'Urville Island, north of, (430-430m)",,,,,,,,,,,,
1753,MOLSI_032,USNM,1132653,1,Psolidiella,mollis,,,,,,COI,,Bransfield_Str,"Bransfield Strait, North of Livingstone Island, (81-100m)",,,,,,,,,,,,
1754,MOLSI_033,USNM,1132655,1,Molpadia,musculus ,,,,,,COI,,Bransfield,"South of Bransfield Island, West of Dundee Island, (338-355m)",,,,,,,,,,,,
1755,MOLSI_034,USNM,1132656,2,Staurocucumis,liouvillei,,,,,,seq_failed,,Bransfield_Str,"mid-Bransfield Strait, between Bransfield Island and Wordie Seamount, (400-422m)",,,,,,,,,,,,
1756,MOLSI_035,USNM,1132656,2,Staurocucumis,liouvillei,,,,,,COI,,Bransfield_Str,"mid-Bransfield Strait, between Bransfield Island and Wordie Seamount, (400-422m)",,,,,,,,,,,,
1757,MOLSI_036,USNM,1132657,1,Psolus,charcoti,,,,,,COI,,Bransfield_Str,"Bransfield Strait, North of the tip of the Antarctic Peninsula, (117-120m)",,,,,,,,,,,,
1758,MOLSI_037,USNM,1132658,4,Heterocucumis,steineni,,,,,,COI,,Bransfield_Str,"Bransfield Strait, North of the tip of the Antarctic Peninsula, (117-120m)",,,,,,,,,,,,
1759,MOLSI_038,USNM,1132658,4,Heterocucumis,steineni,,,,,,COI,,Bransfield_Str,"Bransfield Strait, North of the tip of the Antarctic Peninsula, (117-120m)",,,,,,,,,,,,
1760,MOLSI_039,USNM,1132658,4,Heterocucumis,steineni,,,,,,seq_failed,,Bransfield_Str,"Bransfield Strait, North of the tip of the Antarctic Peninsula, (117-120m)",,,,,,,,,,,,
1761,MOLSI_040,USNM,1132658,4,Heterocucumis,steineni,,,,,,seq_failed,,Bransfield_Str,"Bransfield Strait, North of the tip of the Antarctic Peninsula, (117-120m)",,,,,,,,,,,,
1762,MOLSI_041,USNM,1132660,1,Trachythyone,bouvetensis,,,,,,COI,,Bransfield_Str,"Bransfield Strait, North of the tip of the Antarctic Peninsula, (117-120m)",,,,,,,,,,,,
1763,MOLSI_042,USNM,1132661,1,Crucella,scotiae,,,,,,seq_failed,,Bransfield_Str,"Bransfield Strait, North of the tip of the Antarctic Peninsula, (117-120m)",,,,,,,,,,,,
1764,MOLSI_043,USNM,1132662,1,Heterocucumis,steineni,,,,,,COI,,Bransfield_Str,"mid-Bransfield Strait, between Bransfield Island and Clarence Island, (290-293m)",,,,,,,,,,,,
1765,MOLSI_044,USNM,1132663,1,Microchoerus,splendidus,,,,,,COI,,Bransfield_Str,"mid-Bransfield Strait, between Bransfield Island and Clarence Island, (290-293m)",,,,,,,,,,,,
1766,MOLSI_045,USNM,1132664,1,Psolidiella,mollis,,,,,,COI,,Bransfield_Str,"mid-Bransfield Strait, between Bransfield Island and Clarence Island, (290-293m)",,,,,,,,,,,,
1767,MOLSI_046,USNM,1132665,1,Psolus,charcoti,,,,,,COI,,SShetlands,"South Shetland Islands, Bransfield Strait, King Geoge Island, south of island, (132-132m)",,,,,,,,,,,,
1768,MOLSI_047,USNM,1132666,1,Heterocucumis,steineni,,,,,,COI,,SShetlands,"South Shetland Islands, Bransfield Strait, King Geoge Island, south of island, (132-132m)",,,,,,,,,,,,
1769,MOLSI_048,USNM,1132667,1,Staurocucumis,sp,,,,,,COI,,SShetlands,"South Shetland Islands, Bransfield Strait, King Geoge Island, south of island, (132-132m)",,,,,,,,,,,,
1770,MOLSI_049,USNM,1132668,3,Heterocucumis,steineni,,,,,,seq_failed,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1771,MOLSI_050,USNM,1132668,3,Heterocucumis,steineni,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1772,MOLSI_051,USNM,1132668,3,Heterocucumis,steineni,,,,,,seq_failed,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1773,MOLSI_052,USNM,1132669,2,Psolus,charcoti,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1774,MOLSI_053,USNM,1132669,2,Psolus,charcoti,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1775,MOLSI_054,USNM,1132670,2,Cucamba,psolidiformis,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1776,MOLSI_055,USNM,1132670,2,Cucamba,psolidiformis,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1777,MOLSI_056,USNM,1132671,2,Staurocucumis,liouvillei,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1778,MOLSI_057,USNM,1132671,2,Staurocucumis,liouvillei,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1779,MOLSI_058,USNM,1132672,1,Cucumaria,georgiana,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1780,MOLSI_059,USNM,1132673,1,Sigmodota,contortus,,,,,,poor COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1781,MOLSI_060,USNM,1132674,1,Staurocucumis,sp,,,,,,seq_failed,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1782,MOLSI_061,USNM,1132675,3,Trachythyone,bouvetensis,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1783,MOLSI_062,USNM,1132675,3,Trachythyone,bouvetensis,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1784,MOLSI_063,USNM,1132675,3,Trachythyone,bouvetensis,,,,,,COI,,Bransfield,"North of Bransfield Island, (86-96m)",,,,,,,,,,,,
1785,MOLSI_064,USNM,1132676,1,Staurocucumis,sp,,,,,,COI,,Bransfield,"Northwest of Bransfield Island, (110-114m)",,,,,,,,,,,,
1786,MOLSI_065,USNM,1132677,1,Heterocucumis,steineni,,,,,,COI,,Bransfield,"Northwest of Bransfield Island, (110-114m)",,,,,,,,,,,,
1787,MOLSI_066,USNM,1132678,2,Psolicrux,coatsi,,,,,,seq_failed,,Bransfield,"Northwest of Bransfield Island, (110-114m)",,,,,,,,,,,,
1788,MOLSI_067,USNM,1132678,2,Psolicrux,coatsi,,,,,,poor COI,,Bransfield,"Northwest of Bransfield Island, (110-114m)",,,,,,,,,,,,
1789,MOLSI_068,USNM,1132679,1,Crucella,scotiae,,,,,,COI,,Bransfield,"Northwest of Bransfield Island, (110-114m)",,,,,,,,,,,,
1790,MOLSI_069,USNM,1132680,1,Peniagone,incerta,,,,,,seq_failed,,Bransfield_Str,"mid-Bransfield Strait, south of Orca Seamount, (725-730m)",,,,,,,,,,,,
1791,MOLSI_070,USNM,1132681,1,Protelpidia,murrayi,,,,,,seq_failed,,Bransfield_Str,"mid-Bransfield Strait, south of Orca Seamount, (725-730m)",,,,,,,,,,,,
1792,MOLSI_071,USNM,1132682,1,Peniagone,incerta,,,,,,COI,,SShetlands,"South Shetland Islands, Bransfield Strait, Deception Island, (483-483m)",,,,,,,,,,,,
1793,MOLSI_072,USNM,1132683,1,Peniagone,vignoni,,,,,,COI,,SShetlands,"South Shetland Islands, Bransfield Strait, Deception Island, (755-755m)",,,,,,,,,,,,
1794,NDMQ_01,,40156,3,Amphicyclus,mortenseni,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/63,,,–52.487333°,160.415000°,350-560,,,,,,
1795,NDMQ_02,,40156,3,Amphicyclus,mortenseni,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/63,,,–52.487333°,160.415000°,350-560,,,,,,
1796,NDMQ_03,,40156,3,Amphicyclus,mortenseni,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/63,,,–52.487333°,160.415000°,350-560,,,,,,
1797,NDMQ_04,,40117,1,Amphicyclus,mortenseni,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/63,,,–52.487333°,160.415000°,350-560,,,,,,
1798,NDMQ_05,,40111,1,Amphicyclus,mortenseni,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/63,,,–52.487333°,160.415000°,350-560,,,,,,
1799,NDMQ_06,,40199,1,Amphicyclus,mortenseni,,,,,,not_seq,,Macquarie,Macquarie Seamount,TAN0803/65,,,–52.497333°,160.4891667°,119-125,,,,,,
1800,NDMQ_07,,40251,1,Amphicyclus,mortenseni,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/67,,,–52.459333°,160.4321667°,460-470,,,,,,
1801,NDMQ_08,,40110,1,Pseudocnus,laevigatus,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/63,,,–52.487333°,160.415000°,350-560,,,,,,
1802,NDMQ_09,,40109,7,Pseudocnus,laevigatus,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/63,2 largest and 1 smallest,,–52.487333°,160.415000°,350-560,,,,,,
1803,NDMQ_10,,40109,7,Pseudocnus,laevigatus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/63,2 largest and 1 smallest,,–52.487333°,160.415000°,350-560,,,,,,
1804,NDMQ_11,,40109,7,Pseudocnus,laevigatus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/63,2 largest and 1 smallest,,–52.487333°,160.415000°,350-560,,,,,,
1805,NDMQ_12,,40205,5,Pseudocnus,laevigatus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/65,2 largest and 1 smallest,,–52.497333°,160.4891667°,119-125,,,,,,
1806,NDMQ_13,,40205,5,Pseudocnus,laevigatus,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/65,2 largest and 1 smallest,,–52.497333°,160.4891667°,119-125,,,,,,
1807,NDMQ_14,,40205,5,Pseudocnus,laevigatus,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/65,2 largest and 1 smallest,,–52.497333°,160.4891667°,119-125,,,,,,
1808,NDMQ_15,,40807,1,Laetmogone,fimbriata,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/93,,,–55.3533333°,158.4368333°,605-709,,,,,,
1809,NDMQ_16,,40698,16,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/89,Largest to smallest,,–55.3811667°,158.4265000°,504-637,,,,,,
1810,NDMQ_17,,40698,16,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/89,Largest to smallest,,–55.3811667°,158.4265000°,504-637,,,,,,
1811,NDMQ_18,,40698,16,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/89,Largest to smallest,,–55.3811667°,158.4265000°,504-637,,,,,,
1812,NDMQ_19,,40758,9,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/91,Largest to smallest,,–55.3616667°,158.4278333°,501-630,,,,,,
1813,NDMQ_20,,40758,9,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/91,Largest to smallest,,–55.3616667°,158.4278333°,501-630,,,,,,
1814,NDMQ_21,,40758,9,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/91,Largest to smallest,,–55.3616667°,158.4278333°,501-630,,,,,,
1815,NDMQ_22,,40824,1,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/93,,,–55.3533333°,158.4368333°,605-709,,,,,,
1816,NDMQ_23,,40887,30,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/94,Largest to smallest,,–55.3710000°,158.3856667°,501-577,,,,,,
1817,NDMQ_24,,40887,30,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/94,Largest to smallest,,–55.3710000°,158.3856667°,501-577,,,,,,
1818,NDMQ_25,,40887,30,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/94,Largest to smallest,,–55.3710000°,158.3856667°,501-577,,,,,,
1819,NDMQ_26,,40853,1,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/94,,,–55.3710000°,158.3856667°,501-577,,,,,,
1820,NDMQ_27,,40954,2,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/98,,,–56.246333°,158.5056667°,676-750,,,,,,
1821,NDMQ_28,,40954,2,Psolus,antarcticus,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/98,,,–56.246333°,158.5056667°,676-750,,,,,,
1822,NDMQ_29,,39894,1,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/48,,,–51.0955000°,161.9765000°,462-524,,,,,,
1823,NDMQ_30,,39928,2,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/48,preservation history doubtful,,–51.0955000°,161.9765000°,462-524,,,,,,
1824,NDMQ_31,,39928,2,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/48,preservation history doubtful,,–51.0955000°,161.9765000°,462-524,,,,,,
1825,NDMQ_32,,39993,4,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/52,not mushed one,,–51.0431667°,161.9810000°,560-506,,,,,,
1826,NDMQ_33,,39993,4,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/52,not mushed one,,–51.0431667°,161.9810000°,560-506,,,,,,
1827,NDMQ_34,,39993,4,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/52,not mushed one,,–51.0431667°,161.9810000°,560-506,,,,,,
1828,NDMQ_35,,39979,3,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/52,Largest to smallest,,–51.0431667°,161.9810000°,560-506,,,,,,
1829,NDMQ_36,,39979,3,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/52,Largest to smallest,,–51.0431667°,161.9810000°,560-506,,,,,,
1830,NDMQ_37,,39979,3,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/52,Largest to smallest,,–51.0431667°,161.9810000°,560-506,,,,,,
1831,NDMQ_38,,40010,3,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/52,Largest to smallest,,–51.0431667°,161.9810000°,560-506,,,,,,
1832,NDMQ_39,,40010,3,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/52,Largest to smallest,,–51.0431667°,161.9810000°,560-506,,,,,,
1833,NDMQ_40,,40010,3,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/52,Largest to smallest,,–51.0431667°,161.9810000°,560-506,,,,,,
1834,NDMQ_41,,40047,1,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/53,,,–51.047000°,162.0188333°,398-489,,,,,,
1835,NDMQ_42,,40355,18,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/71,,,–52.3441667°,160.6813333°,488-542,,,,,,
1836,NDMQ_43,,40355,18,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/71,,,–52.3441667°,160.6813333°,488-542,,,,,,
1837,NDMQ_44,,40355,18,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/71,,,–52.3441667°,160.6813333°,488-542,,,,,,
1838,NDMQ_45,,40396,14,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/71,,,–52.3441667°,160.6813333°,488-542,,,,,,
1839,NDMQ_46,,40396,14,Psolus,spnov.A,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/71,,,–52.3441667°,160.6813333°,488-542,,,,,,
1840,NDMQ_47,,40396,14,Psolus,spnov.A,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/71,,,–52.3441667°,160.6813333°,488-542,,,,,,
1841,NDMQ_48,,39965,1,Psolus,spnov.C,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/50,,,–51.0610000°,161.9780000°,385-498,,,,,,
1842,NDMQ_49,,40050,1,Psolus,spnov.B,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/53,,,–51.047000°,162.0188333°,398-489,,,,,,
1843,NDMQ_50,,40326,2,Psolus,spnov.B,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/69,stunted one,,–52.3975000°,160.6566667°,451-438,,,,,,
1844,NDMQ_51,,40091,1,Psolus,spnov.A,,,,,Psolidium,COI,,Macquarie,Macquarie Seamount,TAN0803/63,,,–52.487333°,160.415000°,350-560,,,,,,
1845,NDMQ_52,,40314,2,Psolus,spnov.B,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/69,largest,,–52.3975000°,160.6566667°,451-438,,,,,,
1846,NDMQ_53,,40528,1,Psolus,spnov.C,,,,,,COI,,Macquarie,Macquarie Seamount,TAN0803/79,,,–53.7151667°,159.1305000°,770-810,,,,,,
1847,NDMQ_54,,40205b,2,Pseudocnus,laevigatus,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/65,,,–52.497333°,160.4891667°,119-125,,,,,,
1848,NDMQ_55,,40205b,2,Pseudocnus,laevigatus,,,,,,seq_failed,,Macquarie,Macquarie Seamount,TAN0803/65,,,–52.497333°,160.4891667°,119-125,,,,,,
1849,NIWAMOL_701,NIWA,2050,,Bathyplotes,spnov.,,,,,,COI,,NZ,"Station 128, lot 2050",,,,,,,,,,,,
1850,NIWAMOL_702,NIWA,2193,,Bathyplotes,spnov.,,,,,,COI,,NZ,"Station 134, lot 2193",,,,,,,,,,,,
1851,NIWAMOL_703,NIWA,765,,Bathyplotes,phlegmaticus,,,,,,COI,,NZ,"Station 59, lot 765",,,,,,,,,,,,
1852,NIWAMOL_704,NIWA,785,,Bathyplotes,phlegmaticus,,,,,,COI,,NZ,"Station 62, lot 785",,,,,,,,,,,,
1853,NIWAMOL_705,NIWA,2743,,Molpadiodemas,involutus,,,,,,COI,,NZ,"Station 200, lot 2743",,,,,,,,,,,,
1854,NIWAMOL_706,NIWA,342,,Psolidiella,mollis,,,,,Pseudostichopus,16S_only,,NZ,"Station 29, lot 342",,,,,,,,,,,,
1855,NIWAMOL_707,NIWA,683,,Psolidiella,mollis,,,,,Pseudostichopus,16S_only,,NZ,"Station 54, lot 683",,,,,,,,,,,,
1856,NIWAMOL_708,NIWA,696,,Synallactes,challengeri,,,,,,not_seq,,NZ,"Station 54, lot 696 (sp. 1)",,,,,,,,,,,,
1857,NIWAMOL_709,NIWA,696,,Synallactes,challengeri,,,,,,16S_only,,NZ,"Station 54, lot 696 (sp. 2)",,,,,,,,,,,,
1858,NIWAMOL_710,NIWA,2583,,Synallactes,n_sp,,,,,,COI,,NZ,"Station 195, lot 2583",,,,,,,,,,,,
1859,NIWAMOL_711,NIWA,2652,,Synallactes,n_sp,,,,,,COI,,NZ,"Station 198, lot 2652",,,,,,,,,,,,
1860,MOLAF_0949,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1861,MOLAF_1051,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1862,MOLAF_1052,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1863,MOLAF_1053,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1864,MOLAF_1054,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1865,MOLAF_1055,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1866,MOLAF_1103,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1867,MOLAF_1106,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1868,MOLAF_1107,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1869,MOLAF_1108,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1870,MOLAF_1109,,,,,,,,,,,not_seq,,,,,,,,,,,,,,,
1871,MOLAF_1234,AAD BRC No 710,Davis REF SPEC no7,2,Staurocucumis,"turqueti (Vaney, 1906)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.557300,77.946900,7,30,02-Jan-10,51888,,,
1872,MOLAF_1235,AAD BRC No 710,Davis REF SPEC no7,2,Staurocucumis,"turqueti (Vaney, 1906)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.557300,77.946900,7,30,02-Jan-10,51888,,,
1873,MOLAF_1236,AAD BRC No 711,Davis REF SPEC no21,2,Staurocucumis,"turqueti (Vaney, 1906)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.504500,78.083300,7,30,02-Feb-10,51910,,,
1874,MOLAF_1237,AAD BRC No 711,Davis REF SPEC no21,2,Staurocucumis,"turqueti (Vaney, 1906)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.504500,78.083300,7,30,02-Feb-10,51910,,,
1875,MOLAF_1238,AAD BRC No 724,Davis REF SPEC no221,1,Staurocucumis,"turqueti (Vaney, 1906)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.519210,78.081670,12.0,18.0,12-Mar-10,58336,,,
1876,MOLAF_1239,AAD BRC No 498,Davis REF SPEC no107,1,"""Cucumaria","georgiana (Lampert, 1886) group""",,,,,,yes,,,Davis Base E Antarctica,,,,-68.586050,77.935420,16.0,18.0,04-Mar-10,58101,,,
1877,MOLAF_1240,AAD BRC No 626,Davis REF SPEC no40,1,Cucamba ,"psolidiformis (Vaney, 1908)",,,,,,yes,,,Davis Base E Antarctica,,,,-68.504500,78.083300,7,30,02-Feb-10,52359,,,
1878,MOLAF_1241,AAD BRC No 689,Davis REF SPEC no171,1,Cucamba ,"psolidiformis (Vaney, 1908)",,,,,,yes,,,Davis Base E Antarctica,,,,-68.519600,78.065950,12.0,15.0,12-Mar-10,83564,,,
1879,MOLAF_1242,AAD BRC No EH603,,1,Cucamba ,"psolidiformis (Vaney, 1908)",,,,,,yes,,,Davis Base E Antarctica,,,,-68.531030,78.039380,17.0,18.0,10-Mar-10,83689,,,
1880,MOLAF_1243,AAD BRC No 525,Davis REF SPEC no217,1,Heterocucumis ,"steineni (Ludwig, 1898)",,,,,,yes,,,Davis Base E Antarctica,,,,-68.519210,78.081670,12.0,18.0,12-Mar-10,58332,,,
1881,MOLAF_1244,AAD BRC No 690,Davis REF SPEC no170,1,Heterocucumis ,"steineni (Ludwig, 1898)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.519600,78.065950,12.0,15.0,12-Mar-10,83563,,,
1882,MOLAF_1245,AAD BRC No 696,Davis REF SPEC no193,1,Heterocucumis ,"steineni (Ludwig, 1898)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.576600,77.967400,7,30,13-Mar-10,58304,,,
1883,MOLAF_1246,AAD BRC No 511,Davis REF SPEC no90,1,Staurocucumis,"liouvillei (Vaney, 1914)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.576700,77.945030,16.0,19.0,23-Mar-10,56905,,,
1884,MOLAF_1247,AAD BRC No 512,Davis REF SPEC no91,1,Staurocucumis,"liouvillei (Vaney, 1914)",,,,,,yes,,,Davis Base E Antarctica,,,,-68.576700,77.945030,16.0,19.0,23-Mar-10,56907,,,
1885,MOLAF_1248,AAD BRC No 513,Davis REF SPEC no89,1,Staurocucumis,"liouvillei (Vaney, 1914)",,,,,,yes,,,Davis Base E Antarctica,,,,-68.576700,77.945030,16.0,19.0,23-Mar-10,56906,,,
1886,MOLAF_1249,AAD BRC No 524,Davis REF SPEC no87,1,Staurocucumis,"liouvillei (Vaney, 1914)",,,,,,yes,,,Davis Base E Antarctica,,,,-68.576700,77.945030,16.0,19.0,01-Mar-10,56903,,,
1887,MOLAF_1250,AAD BRC No 624,Davis REF SPEC no22,1,Staurocucumis,"liouvillei (Vaney, 1914)",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.504500,78.083300,7,30,02-Feb-10,51911,,,
1888,MOLAF_1251,AAD BRC No 542,Davis REF SPEC no219,2,Psolus,"charcoti Vaney, 1906",,,,,,extracted,,,Davis Base E Antarctica,,,,-68.519210,78.081670,12.0,18.0,12-Mar-10,58334,,,
